ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-07-21,49.5026859524235,58.71729233597319,81.72595006047507,49.5026859524235,49.5026859524235,20.363270444743232,20.363270444743232,20.363270444743232,-1.439065160511448,-1.439065160511448,-1.439065160511448,21.80233560525468,21.80233560525468,21.80233560525468,0.0,0.0,0.0,69.86595639716673
2018-07-22,49.49998676725208,58.82913591533032,81.932262151067,49.49998676725208,49.49998676725208,21.711138749226695,21.711138749226695,21.711138749226695,0.1343336062310866,0.1343336062310866,0.1343336062310866,21.57680514299561,21.57680514299561,21.57680514299561,0.0,0.0,0.0,71.21112551647877
2018-07-23,49.497287582080666,57.9342147668773,82.45615518463202,49.497287582080666,49.497287582080666,21.20692689150768,21.20692689150768,21.20692689150768,-0.14507947404140586,-0.14507947404140586,-0.14507947404140586,21.352006365549087,21.352006365549087,21.352006365549087,0.0,0.0,0.0,70.70421447358835
2018-07-24,49.49458839690924,59.181143249224206,81.48844082085834,49.49458839690924,49.49458839690924,21.13809694732185,21.13809694732185,21.13809694732185,0.006713555028585075,0.006713555028585075,0.006713555028585075,21.131383392293262,21.131383392293262,21.131383392293262,0.0,0.0,0.0,70.63268534423109
2018-07-25,49.49188921173783,60.57427332956074,83.20491617578294,49.49188921173783,49.49188921173783,21.77748270970155,21.77748270970155,21.77748270970155,0.8592786545183365,0.8592786545183365,0.8592786545183365,20.918204055183214,20.918204055183214,20.918204055183214,0.0,0.0,0.0,71.26937192143939
2018-07-26,49.489190026566405,59.720644775527056,82.96983261738973,49.489190026566405,49.489190026566405,21.694976178637454,21.694976178637454,21.694976178637454,0.9794760800018792,0.9794760800018792,0.9794760800018792,20.715500098635573,20.715500098635573,20.715500098635573,0.0,0.0,0.0,71.18416620520387
2018-07-27,49.48649084139499,58.487549499746834,81.0759781768536,49.48649084139499,49.48649084139499,20.130355495846306,20.130355495846306,20.130355495846306,-0.39565726122703504,-0.39565726122703504,-0.39565726122703504,20.526012757073342,20.526012757073342,20.526012757073342,0.0,0.0,0.0,69.6168463372413
2018-07-28,49.48379165622357,57.28625625762918,80.20754634585809,49.48379165622357,49.48379165622357,18.913079663719586,18.913079663719586,18.913079663719586,-1.4390651605105693,-1.4390651605105693,-1.4390651605105693,20.352144824230155,20.352144824230155,20.352144824230155,0.0,0.0,0.0,68.39687131994316
2018-07-29,49.48109247105215,58.928357274597275,81.04875957161889,49.48109247105215,49.48109247105215,20.330253784653777,20.330253784653777,20.330253784653777,0.13433360623172616,0.13433360623172616,0.13433360623172616,20.19592017842205,20.19592017842205,20.19592017842205,0.0,0.0,0.0,69.81134625570593
2018-07-30,49.47839328588073,57.43307587883486,80.82210270918247,49.47839328588073,49.47839328588073,19.913872082192952,19.913872082192952,19.913872082192952,-0.14507947404253985,-0.14507947404253985,-0.14507947404253985,20.058951556235492,20.058951556235492,20.058951556235492,0.0,0.0,0.0,69.39226536807368
